Coin ID,Symbol,Name,Market Cap (USD),FDV (USD),24H Volume (USD)
dexe,dexe,DeXe,994358046,1680451521.0,22246242.0
usual-usd,usd0,Usual USD,975316381,975316381.0,22717106.0
maker,mkr,Maker,962675584,992464938.0,120995128.0
blockstack,stx,Stacks,961715369,961715369.0,27182973.0
immutable-x,imx,Immutable,949644351,1074065407.0,31677812.0
rocket-pool-eth,reth,Rocket Pool ETH,943808452,943808452.0,7055852.0
worldcoin-wld,wld,Worldcoin,926604868,8423343665.0,144442270.0
injective-protocol,inj,Injective,922032097,943475210.0,129007951.0
flare-networks,flr,Flare,907177004,1534200974.0,9186497.0
binance-staked-sol,bnsol,Binance Staked SOL,904700171,904700171.0,2628765.0
theta-token,theta,Theta Network,888655598,888655598.0,26650099.0
sei-network,sei,Sei,887070446,1904606433.0,112355767.0
the-graph,grt,The Graph,873044139,986371981.0,44334087.0
polygon-bridged-usdt-polygon,usdt,Polygon Bridged USDT (Polygon),845212730,845212730.0,12873712.0
bonk,bonk,Bonk,831735677,954605639.0,79998614.0
solv-protocol-solvbtc-bbn,solvbtc.bbn,Solv Protocol SolvBTC.BBN,829914285,829914285.0,337019.0
lido-dao,ldo,Lido DAO,820374586,913961812.0,107617180.0
eos,eos,EOS,759520528,1051491892.0,80092571.0
mantle-staked-ether,meth,Mantle Staked Ether,755225328,755225328.0,9056938.0
tether-gold,xaut,Tether Gold,723159216,723159216.0,16053907.0
gala,gala,GALA,720661125,720661194.0,71815482.0
tezos,xtz,Tezos,713709152,727532463.0,25585403.0
paypal-usd,pyusd,PayPal USD,711595655,711595655.0,376245469.0
binance-bridged-usdc-bnb-smart-chain,usdc,Binance Bridged USDC (BNB Smart Chain),698954215,698954215.0,62650193.0
stargate-bridged-usdc-berachain,usdc.e,Stargate Bridged USDC (Berachain),698695593,698695593.0,5216843.0
wbnb,wbnb,Wrapped BNB,692841854,692841854.0,261770296.0
bittorrent,btt,BitTorrent,683542779,686273216.0,23903389.0
the-sandbox,sand,The Sandbox,679067617,832919809.0,81878039.0
berachain-bera,bera,Berachain,672441689,3116635861.0,112013413.0
arbitrum-bridged-wbtc-arbitrum-one,wbtc,Arbitrum Bridged WBTC (Arbitrum One),670880333,670880333.0,123002494.0
iota,iota,IOTA,669669191,839442209.0,24821654.0
jito-governance-token,jto,Jito,665276718,2187691607.0,42117737.0
bitcoin-cash-sv,bsv,Bitcoin SV,662545487,662549244.0,41782002.0
kaia,kaia,Kaia,655133766,655133787.0,18268091.0
jasmycoin,jasmy,JasmyCoin,649157534,670340287.0,49931148.0
flow,flow,Flow,627798192,627798192.0,29740578.0
usdx-money-usdx,usdx,Stables Labs USDX,624867726,624867726.0,256880.0
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,624619333,624619333.0,0.0
pax-gold,paxg,PAX Gold,623664893,623664893.0,30786040.0
msol,msol,Marinade Staked SOL,609099452,609099452.0,27128988.0
renzo-restaked-eth,ezeth,Renzo Restaked ETH,604168593,604282598.0,2480664.0
floki,floki,FLOKI,592964686,613505889.0,145765105.0
neo,neo,NEO,554425061,786084022.0,23280602.0
ethereum-name-service,ens,Ethereum Name Service,550576962,1660085179.0,51360244.0
resolv-usr,usr,Resolv USR,531861519,531861519.0,11799558.0
curve-dao-token,crv,Curve DAO,530664403,914158780.0,128044036.0
honey-3,honey,Honey,527066972,527066972.0,11332871.0
pyth-network,pyth,Pyth Network,527022350,1453859257.0,32188372.0
helium,hnt,Helium,523295134,650509131.0,7816694.0
jupiter-staked-sol,jupsol,Jupiter Staked SOL,516150296,516150296.0,7280030.0
beldex,bdx,Beldex,516065478,741323537.0,3043811.0
telcoin,tel,Telcoin,513488437,558748965.0,3996280.0
ronin,ron,Ronin,507736717,819737102.0,16994239.0
elrond-erd-2,egld,MultiversX,506797959,506797959.0,25430626.0
axie-infinity,axs,Axie Infinity,504620361,854767960.0,34573947.0
decentraland,mana,Decentraland,499949454,586981202.0,75582052.0
true-usd,tusd,TrueUSD,495258028,495258028.0,50738952.0
